Wijk2025;wijknaam2025
193025;Heenvliet
193027;Geervliet
193029;Abbenbroek
193031;Zuidland
193033;Simonshaven
193050;Hekelingen
193099;Groot water
193100;Wijk 00 Lekkerkerk
193101;Wijk 01 Krimpen aan de Lek
193102;Wijk 02 Ouderkerk aan den IJssel
193103;Wijk 03 Gouderak
193104;Wijk 04 Bergambacht
193105;Wijk 05 Bergstoep
193106;Wijk 06 Ammerstol
193107;Wijk 07 Berkenwoude
193108;Wijk 08 Haastrecht
193110;Wijk 10 Stolwijk
193111;Wijk 11 Vlist
193112;Wijk 12 Schoonhoven
194001;Wijk 01 Akmarijp
194002;Wijk 02 Bakhuizen
194003;Wijk 03 Balk
194004;Wijk 04 Bantega
194005;Wijk 05 Boornzwaag
194006;Wijk 06 Broek
194007;Wijk 07 Delfstrahuizen
194008;Wijk 08 Dijken
194009;Wijk 09 Doniaga
194010;Wijk 10 Echten
194011;Wijk 11 Echtenerbrug
194012;Wijk 12 Eesterga
194013;Wijk 13 Elahuizen
194014;Wijk 14 Follega
194015;Wijk 15 Goingarijp
194016;Wijk 16 Harich
194017;Wijk 17 Haskerhorne
194018;Wijk 18 Idskenhuizen
194019;Wijk 19 Joure
194020;Wijk 20 Kolderwolde
194021;Wijk 21 Langweer
194022;Wijk 22 Legemeer
194023;Wijk 23 Lemmer
194024;Wijk 24 Mirns
194025;Wijk 25 Nijehaske
194026;Wijk 26 Nijemirdum
194027;Wijk 27 Oldeouwer
194028;Wijk 28 Oosterzee
194029;Wijk 29 Oudega
194030;Wijk 30 Oudehaske
194031;Wijk 31 Oudemirdum
194032;Wijk 32 Ouwsterhaule
194033;Wijk 33 Ouwster-Nijega
194034;Wijk 34 Rijs
194035;Wijk 35 Rohel
194036;Wijk 36 Rotstergaast
194037;Wijk 37 Rotsterhaule
194038;Wijk 38 Rottum
194039;Wijk 39 Ruigahuizen
194040;Wijk 40 Scharsterbrug
194041;Wijk 41 Sint Nicolaasga
194042;Wijk 42 Sinjohannesga
194043;Wijk 43 Sloten
194044;Wijk 44 Snikzwaag
194045;Wijk 45 Sondel
194046;Wijk 46 Terherne
194047;Wijk 47 Terkaple
194048;Wijk 48 Teroele
194049;Wijk 49 Tjerkgaast
194050;Wijk 50 Vegelinsoord
194051;Wijk 51 Wijckel
194099;Groot water
194200;Bussum Centrum
194201;Brediuskwartier
194202;Eng
194203;Spiegel
194204;Muiden
194205;Naarden
194299;Groot water
194500;Beek
194501;Berg en Dal
194502;Breedeweg
194503;De Horst
194504;Erlecom
194505;Groesbeek
194506;Heilig Landstichting
194507;Kekerdom
194508;Leuth
194509;Millingen aan de Rijn
194510;Ooij
194511;Persingen
194512;Ubbergen
194801;Erp
194802;Schijndel
194803;Sint-Oedenrode
194804;Veghel
194915;Achlum
194916;St.-Annaparochie
194917;Baaium
194918;Berltsum
194919;Bitgum
194920;Bitgummole
194921;Blessum
194922;Boer
194923;Boksum
194924;Deinum
194925;Dongjum
194926;Dronryp
194927;Firdgum
194928;Franeker
194929;Herbaijum
194930;Hitzum
194931;Ingelum
194932;St.-Jacobiparochie
194933;Klooster Lidlum
194934;Marsum
194935;Menaam
194936;Minnertsga
194937;Nij Altoenae
194938;Oosterbierum
194939;Oudebildtzijl
194940;Peins
194941;Pietersbierum
194942;Ried
194943;Schalsum
194944;Sexbierum
194945;Skingen
194946;Slappeterp
194947;Spannum
194948;Tzum
194949;Tzummarum
194950;Vrouwenparochie
194951;Westhoek
194952;Wier
194953;Winsum
194954;Wjelsryp
194955;Zweins
194999;Groot water
195000;Wijk 00 Bellingwolde
195001;Wijk 01 Oost
195002;Wijk 02 Blijham
195003;Wijk 03 Sellingen
195004;Wijk 04 Vlagtwedde
195005;Wijk 05 Bourtange
195006;Wijk 06 Sellingerbeetse
195007;Wijk 07 Ter Apel
195008;Wijk 08 Ter Wisch
195009;Wijk 09 de Maten
195201;Foxham en Hoogezand-Noord
195202;Hoogezand-Zuid
195203;Kalkwijk
195204;Sappemeer
195205;Kiel-Windeweer
195206;Kropswolde
195207;Foxhol
195208;Westerbroek en Waterhuizen
195209;Harkstede, Scharmer en Woudbloem
195210;Kolham
195211;Froombosch
195212;Slochteren
195213;Schildwolde
195214;Hellum
195215;Siddeburen
195216;Eemskanaal-Zuid
195217;Tjuchem en Steendam
195218;Muntendam
195219;Noordbroek
195220;Zuidbroek
195221;Meeden
195400;Wijk 00 Onderbanken
195401;Wijk 01 Nuth
195402;Wijk 02 Wijnandsrade
195403;Wijk 03 Hulsberg
195404;Wijk 04 Schimmert
195405;Wijk 05
195406;Wijk 06 Amstenrade - Oirsbeek
195500;Wijk 00 's-Heerenberg
195501;Wijk 01 Brakel
195502;Wijk 02 Didam
195901;Werkendam
195902;Sleeuwijk
195903;Nieuwendijk
195904;Hank
195905;Dussen
195906;Woudrichem
195907;Rijswijk (NB)
195908;Uitwijk
195909;Waardhuizen
195910;Giessen
195911;Andel
195912;Almkerk
195913;Veen
195914;Wijk en Aalburg
195915;Babyloniënbroek
195916;Meeuwen
195917;Eethen
195918;Drongelen
195919;Genderen
196000;Geldermalsen
196001;Deil
196002;Beesd
196003;Buurmalsen
196004;Meteren
196005;Haaften
196006;Waardenburg en Opijnen
196007;Varik en Ophemert
196008;Asperen
196009;Heukelum
196010;Vuren
196011;Herwijnen
196101;Tienhoven aan de Lek
196102;Tienhoven aan de Lek buitengebied
196103;Ameide
196104;Ameide buitengebied
196105;Meerkerk
196106;Meerkerk buitengebied
196107;Lexmond
196108;Lexmond buitengebied
196109;Nieuwland
196110;Nieuwland buitengebied
196111;Leerbroek
196112;Leerbroek buitengebied
196113;Kedichem
196114;Kedichem buitengebied
196115;Hei- en Boeicop
196116;Hei- en Boeicop buitengebied
196117;Oosterwijk
196118;Amaliastein
196119;Monnikenhof
196120;Vianen bedrijventerrein
196121;Vianen centrum
196122;De Hagen
196123;Vianen buitengebied
196124;Leerdam-West
196125;Leerdam-Noord
196126;Leerdam centrum
196127;Leerdam-Oost
196128;Nieuw Schaik
196129;Leerdam buitengebied
196130;Schoonrewoerd
196131;Schoonrewoerd buitengebied
196132;Zijderveld
196133;Zijderveld buitengebied
196134;Hagestein
196135;Hagestein buitengebied
196136;Hoef en Haag
196137;Everdingen
196138;Everdingen buitengebied
196139;Ossenwaard
196300;Wijk 00 Oud-Beijerland
196301;Wijk 01 Heinenoord
196302;Wijk 02 Mijnsheerenland
196303;Wijk 03 Westmaas
196304;Wijk 04 Puttershoek
196305;Wijk 05 Maasdam
196306;Wijk 06 's-Gravendeel
196307;Wijk 07 Strijen
196308;Wijk 08 Klaaswaal
196309;Wijk 09 Numansdorp
196310;Wijk 10 Zuid-Beijerland
196311;Wijk 11 Goudswaard
196312;Wijk 12 Piershil
196313;Wijk 13 Nieuw-Beijerland
196399;Groot water
196601;Ulrum
196602;Leens
196603;Kloosterburen
196604;Oude Land
196605;Sauwerd
196606;Winsum
196607;Baflo
196608;Bedum
196609;Warffum
196610;Kantens
196611;Usquert
196612;Uithuizen
196613;Uithuizermeeden
196614;Eemshavengebied
196699;Groot water
196900;Wijk 00 Grootegast
196901;Wijk 01 Lutjegast
196902;Wijk 02 Opende
196903;Wijk 03 Oldekerk
196904;Wijk 04 Leek
196905;Wijk 05 Zevenhuizen
196906;Wijk 06 Tolbert
196907;Wijk 07 Midwolde
196908;Wijk 08 Lettelbert
196909;Wijk 09 Oostwold
196910;Wijk 10 Enumatil
196911;Wijk 11 Marum
196912;Wijk 12 De Wilp
196913;Wijk 13
196914;Wijk 14
196915;Wijk 15
196916;Wijk 16
196917;Wijk 17
196999;Groot water
197000;Dokkum
197001;Metslawier
197002;Ee - Zuidoost
197003;Anjum - Noordoost
197004;Oosternijkerk - Noordwest
197005;Ternaard
197006;Holwerd
197007;Hantum
197008;Wijk 08 Bouwstreek
197009;Wijk 09 Zuidwest
197010;Wijk 10
197011;Wijk 11 Kollum
197012;Wijk 12 Oost
197013;Wijk 13 Noordwest
197014;Wijk 14 Zuidwest
197099;Groot water
197801;Wijk01-Arkel
197802;Wijk02-Bleskensgraaf ca
197803;Wijk03-Brandwijk
197804;Wijk04-Giessenburg
197805;Wijk05-Goudriaan
197806;Wijk06-Groot-Ammers
197807;Wijk07-Hoogblokland
197808;Wijk08-Hoornaar
197809;Wijk09-Kinderdijk
197810;Wijk10-Langerak
197811;Wijk11-Molenaarsgraaf
197812;Wijk12-Nieuw-Lekkerland
197813;Wijk13-Nieuwpoort
197814;Wijk14-Noordeloos
197815;Wijk15-Ottoland
197816;Wijk16-Oud-Alblas
197817;Wijk17-Schelluinen
197818;Wijk18-Streefkerk
197819;Wijk19-Waal
197820;Wijk20-Wijngaarden
197901;Delfzijl-Centrum
197902;West
197903;Farmsum
197904;Tuikwerd
197905;Fivelzigt
197906;Noord
197907;Buitengebied Noord-Bierum
197908;Oosterhorn
197909;Buitengebied Zuid-Termunten
197910;Tussengebied
197911;Appingedam-Centrum
197912;Appingedam-Oost
197913;Appingedam-West
197914;Buitengebied Noord-Appingedam
197915;Buitengebied Zuid-Appingedam
197916;Buitengebied Noord-Loppersum
197917;Buitengebied Noord-Stedum
197918;Buitengebied Noord-Middelstum
197919;Buitengebied Noord-'t Zandt
197999;Groot water
198001;Oudkarspel
198002;Noord-Scharwoude
198003;Zuid-Scharwoude
198004;Broek op Langedijk
198005;Sint-Pancras
198006;Koedijk
198010;Schrijverswijk
198011;Schilderswijk
198012;Planetenwijk
198013;Bomen- Recreatiewijk
198014;Heemradenwijk
198015;Edelstenenwijk
198016;Molenwijk
198017;Rivierenwijk
198018;Stadshart
198019;Broekhorn
198020;Bedrijventerrein Heerhugowaard
198021;Butterhuizen
198022;Oostertocht
198023;Zuidwijk
198024;Huygenhoek
198025;Stad van de Zon
198026;De Draai
198027;De Noord
198028;'t Kruis
198201;Velp
198202;Grave
198203;Escharen
198204;Gassel
198205;Linden
198206;Katwijk
198207;Beers
198208;Cuijk
198209;Langenboom
198210;Mill
198211;Vianen
198212;Sint Agatha
198213;Haps
198214;Oeffelt
198215;Sint Hubert
198216;Wilbertoord
198217;Wanroij
198218;Rijkevoort
198219;Beugen
198220;Landhorst
198221;Ledeacker
198222;Boxmeer
198223;Sint Anthonis
198224;Sambeek
198225;Oploo
198226;Stevensbeek
198227;Vortum-Mullem
198228;Groeningen
198229;Westerbeek
198230;Overloon
198231;Vierlingsbeek
198232;Holthees
198233;Maashees
199101;Uden
199102;Volkel
199103;Odiliapeel
199104;Schaijk
199105;Reek
199106;Zeeland
199200;Hellevoet
199201;Nieuw-Helvoet
199202;Nieuwenhoorn
199203;De Struyten
199204;De Kooistee
199205;Den Bonsen Hoek
199206;Ravense Hoek
199207;Centrumgebied
199208;Kickers Bloem
199209;Buitengebied
199210;Oudenhoorn
199220;Rockanje
199221;Oostvoorne
199230;Brielle
199231;Vierpolders
199232;Zwartewaal
199233;Recreatiestrook Brielse Maas
199299;Groot water
0363AA;Haarlemmerbuurt
0363AB;Jordaan
0363AC;Grachtengordel-West
0363AD;Burgwallen-Nieuwe Zijde
0363AE;Burgwallen-Oude Zijde
0363AF;Nieuwmarkt/Lastage
0363AG;Grachtengordel-Zuid
0363AH;De Weteringschans
0363AJ;Weesperbuurt/Plantage
0363AK;Oostelijke Eilanden/Kadijken
0363BA;Havens-West
0363BB;Coenhaven/Minervahaven
0363EA;Sloterdijk-West
0363EB;Spaarndammerbuurt/Zeeheldenbuurt
0363EC;Houthavens
0363ED;De Kolenkit
0363EE;Landlust
0363EF;Erasmuspark
0363EG;Centrale Markt
0363EH;Staatsliedenbuurt
0363EJ;Frederik Hendrikbuurt
0363EK;Van Galenbuurt
0363EL;Geuzenbuurt
0363EM;Hoofdweg e.o.
0363EN;Chassébuurt
0363EP;Bellamybuurt
0363EQ;Da Costabuurt
0363ER;Westindische Buurt
0363ES;Van Lennepbuurt
0363ET;Overtoomse Sluis
0363EU;Helmersbuurt
0363EV;Vondelparkbuurt
0363FA;Sloterdijk Nieuw-West
0363FB;Geuzenveld
0363FC;Slotermeer-West
0363FD;Slotermeer-Noordoost
0363FE;Slotermeer-Zuidoost
0363FF;Lutkemeer/Ookmeer
0363FG;De Aker
0363FH;De Punt
0363FJ;Osdorp-Midden
0363FK;Osdorp-Oost
0363FL;Slotervaart-Noord
0363FM;Overtoomse Veld
0363FN;Slotervaart-Zuid
0363FP;Westlandgracht
0363FQ;Sloten/Nieuw-Sloten
0363KA;Hoofddorppleinbuurt
0363KB;Schinkelbuurt
0363KC;Willemspark
0363KD;Museumkwartier
0363KE;Oude Pijp
0363KF;Nieuwe Pijp
0363KG;Zuid Pijp
0363KH;Stadionbuurt
0363KJ;Apollobuurt
0363KK;Scheldebuurt
0363KL;IJselbuurt
0363KM;Rijnbuurt
0363KN;Prinses Irenebuurt e.o.
0363KP;Zuidas
0363KQ;Buitenveldert-West
0363KR;Buitenveldert-Oost
0363MA;Oostelijk Havengebied
0363MB;Weesperzijde
0363MC;Oosterparkbuurt
0363MD;Transvaalbuurt
0363ME;Dapperbuurt
0363MF;Indische Buurt-West
0363MG;Indische Buurt-Oost
0363MH;Zeeburgereiland/Bovendiep
0363MJ;IJburg-West
0363MK;IJburg-Oost
0363ML;IJburg-Zuid
0363MM;Frankendael
0363MN;Middenmeer
0363MP;Betondorp
0363MQ;Omval/Overamstel
0363NA;Oostzanerwerf
0363NB;Noordelijke IJ-oevers-West
0363NC;Tuindorp Oostzaan
0363ND;Kadoelen
0363NE;Banne Buiksloot
0363NF;Nieuwendammerdijk/Buiksloterdijk
0363NG;Elzenhagen
0363NH;Buikslotermeer
0363NJ;Waterlandpleinbuurt
0363NK;Volewijck
0363NL;IJplein/Vogelbuurt
0363NM;Tuindorp Buiksloot
0363NN;Tuindorp Nieuwendam
0363NP;Noordelijke IJ-oevers-Oost
0363NQ;Waterland
0363SA;Driemond
0363SB;Bloemendalerpolder
0363SC;Weesp-Noordwest
0363SD;Weesp Binnenstad/Zuid
0363SE;Aetsveld/Oostelijke Vechtoever
0363TA;Amstel III/Bullewijk
0363TB;Venserpolder
0363TC;Amsterdamse Poort e.o.
0363TD;H-buurt
0363TE;Ganzenhoef e.o.
0363TF;Geerdinkhof/Kantershof
0363TG;Bijlmermuseum
0363TH;K-buurt
0363TJ;Holendrecht
0363TK;Nellestein
0363TL;Reigersbos
0363TM;Gein
